id,puzzle,solution,clues,difficulty
89487,.4......59...6..7.6.1......8....57..3....9..6........3..65.4.9.78.6...34...3.75..,243971685958263471671458329869135742314729856527846913136584297785692134492317568,26,2.8
29778,...3.9.2........6.89......15..7..8..1...4.9......23.....5..46...8..3..5..478.....,651379428723481569894652371539716842172548936468923715315294687986137254247865193,24,3.3
34570,7.........6.9..8....8.13.5....8.6.9.1....5..2..7......95....17...2..43......5....,734582916561947823298613457345826791189475632627139548953268174812794365476351289,23,3.0
92802,.....8....5.....4.168..2.5.84......66.2.........34..8.....5.369....875.......31..,234578691957631842168492753843725916672819435519346287781254369396187524425963178,25,3.4
97066,1...2..6..951..2.7..73...9.........89...4.6.......1....89..2..........3..5.8.7...,148729563395164287267385491576293148931548672824671359689432715712956834453817926,23,3.4
68992,7...2......1.7.5...39..5..2.2.91...46.5...8.........2..9......6....93...5..2..37.,756824931241379568839165742327918654615432897984756123493587216172693485568241379,25,2.8
85750,..8...9.24.......79...41........9......42..9...3168...7.....2...517..3...4...5...,138576942425983617967241538874359126516427893293168475789634251651792384342815769,24,2.7
124,471...8............2.1.9.4....5..698....8..7......2...7...9....6.8.7..51..4...3..,471625839953748126826139745342517698169483572587962413715396284638274951294851367,24,3.0
72494,.4..5.1....1..3...6..9..2....78.6..9........8.6..1..2..1..8...3..42.....75...4...,942658137571423896683971245127846359435792618869315724216589473394267581758134962,24,2.7
51164,..93.........682....875.6....5...3..4.......693.8...4...7.8.....8......9...4.2..7,649321758753968214128754693865149372471235986932876145297583461384617529516492837,24,4.0
57536,.......1...5...3..9...3..7...7569...68.......2....14.....3825.1.....6..4.6..4...8,376954812825617349941238675417569283689423157253871496794382561538196724162745938,25,2.6
52646,8..75..3.....932.........4..3...6..4.......7.961...5...........27..1.96.68.....2.,812754639456893217397261845738526194524189376961347582149632758275418963683975421,24,3.7
32777,.....4.2.4.7.......9....1.83.9.7...1.2.851......9.....8..6.9..2..4...8....354....,638194527417285963592367148389476251726851394145923786851639472964712835273548619,25,3.0
32812,.7.....4.2..........98.1..6.9......28.5..3....3.976......4..13..84.3.....2...8...,578369241216745983349821756791584362865213497432976815657492138184637529923158674,24,3.5
29527,..5......2.......76..9..43..8...5.....18..6.4.2...6.51.6..9.38...32.7..6....3....,935764218214583967678912435486125793351879624729346851567491382893257146142638579,26,4.2
83972,67..24.......7.8....3.9.......2....9.5894..1.3.....6...36....842......61..4......,675824193149375826823691475461283759758946312392157648536712984287439561914568237,25,3.9
18866,..8.5.74..3.....5....8....6.1453.86...59...3....1.......3.......9.....236....75..,168253749439716258257849316914532867875964132326178495583621974791485623642397581,25,2.9
6284,...1.....95...6.4..42.7......38........7.23..6...5..8..7...893.2.....7......3...8,786124593951386247342975861523891674814762359697453182475218936238649715169537428,24,3.1
76256,........5.4.16.9..83..542....24...6.76.9.........1..8.1.35.....5...7...2......8..,617829435245163978839754216982437561761985324354612789123548697598376142476291853,25,2.6
55016,....9.2.....1.....3....698.......4..1..7.2.6....65...9.2...873.98.3.....63..14...,816495273279183654354276981562839417193742568748651329421968735985327146637514892,26,2.6
29159,.6...........8..6.9.756...4....9.7...1...2...7..83...9398...62..21......6.....1..,165243978243987561987561234836194752419752386752836419398415627521679843674328195,25,2.7
44118,.....548.....4...3..6.3..1.32....85..........1...94.7.7..9...........2...3.1.6..4,293615487517849623486237915324761859975382146168594372741923568659478231832156794,23,2.9
11099,.......15..6..2.8..7..8..6..82.139..3598....16...5...2..8.965.....2.....9..3.....,824769315196532784573481269482613957359827641617954832248196573735248196961375428,28,3.4
11520,8..1.6.2...2...9...7.....1.....7.....4.6..3......92.58....15......8...319.8...7..,893146527162357984475928613281573496549681372637492158326715849754869231918234765,24,3.4
13041,.52.7....7....15..6..9....8..4.............6...57.41...73..2.4....54..1.....38...,452873691798461532631925478924316785817259364365784129573192846286547913149638257,24,3.0
18734,.......7.8.9..16....6.9.8.....5.2...4.83..2.....7....374..6..1..9..2.4..6........,314658972829471635576293841937582164458316297261749583742965318193827456685134729,24,3.5
22545,.1...3...8..2......2..8.3.4.41.39..79..5.......61......63..5.1...8...469.....4...,719453682834296571625781394541639827972548136386172945463925718258317469197864253,26,2.7
51853,....3...7.7..6...94...791..8..3......6.1...4.7.9.2......6....23..2..........1.6..,691534287578261439423879165814356792265197348739428516146785923952643871387912654,23,4.0
13862,1.....2...4...6.58...3.9.........7..6.7...82.51.9........5..3.18..4...6..3......4,176854293943726158285319647324685719697143825518972436462598371851437962739261584,24,2.7
75045,74..1.....8.....4.6..3..7.55...914.32..83..1....6.......8.......7...29.....5.....,745916832983725641612348795567291483294837516831654279158469327376182954429573168,24,3.3
79838,6.........5......3..32.597..4...9.2........17..27....8.....4.8.....185..9.4..2...,627943851459187263813265974741839625598426317362751498135694782276318549984572136,24,2.6
70026,.8...........1.56.4.........5..3.2.6..8....9..2..9..84..5.8.17..72..1....1..6...3,581673942293814567467259831954738216138426795726195384645382179372941658819567423,25,3.5
34563,....8.97..68........9...16...1...3..6...2..4.52.4....77...49........7..5...3.8...,352186974168974253479532168841765329697823541523491687735649812986217435214358796,24,4.3
15642,3.59..8..8........6.14.3..5.1..6..2..7......3...5.2..1.8...........7.4.9.....5.6.,345927816827651394691483275513764928274198653968532741486219537152376489739845162,24,3.1
49942,5.3...2..96.7...........967.....7..3.915..6..3.2.61......4....9.2...6..8......5..,573689241964712835218354967846297153791543682352861794687425319125936478439178526,25,3.4
76508,....8....56.9.......1.....437..5.9....8....6......17.5..7..91....9....27.3...4...,743185296562943871891276354376452918158397462924861735687529143419638527235714689,23,3.6
63548,.4...8.......4.7..81.....6...48.5.......6..9.625..........7.1.....6...3..7.12..46,746318259532946781819752364194835672387261495625497813463579128251684937978123546,24,3.4
98940,..6...398.....1.4.4.....6..7...2.9...2.4.3.....8..6..1...5..........2.5998.3..7..,516247398897631245432958617764125983129483576358796421271569834643872159985314762,25,2.6
45591,....4.7...7.....9.31.6...28.938...6.2....4......15........8.....674...1..4....5..,629348751874215693315697428493872165251964387786153249132586974567439812948721536,24,2.9
88150,.1.7.......3..8.16..6.1.4...5.......8..2.9.........738.71....4.....2..6...95.7...,415762893723498516986315472354871629867239154192654738271986345548123967639547281,24,3.1
68460,....4.1.85...1.3.......8.6.....7162.7....25.......3.8...9......12..9.7....35.....,367245198582619374941738265835471629794862531216953487659127843128394756473586912,24,3.1
80416,.4.8.1.....2.4...1....3.6....6....8..7.5.8..6.3....4.2...2......13..9.2.8......1.,549861273362745891781932645156324789274598136938176452495217368613489527827653914,24,3.6
51984,19.2..4....8..7...34......862.8...15........7..3....29.......5....952.....9.3...1,197285436568347192342691578624879315985123647713564829276418953831952764459736281,25,2.6
97701,.1..4.5.........6.8736.1.....9...2.3...9.2...1.8.....7........4..538..2...7......,916243578452798361873651492769815243534972816128436957281569734645387129397124685,23,2.7
41721,.....17.....59..1.1...27536..5.7.4..24...8.....1....9.....6....6.....1...3.2....5,523641789876593214194827536385976421249138657761452398418365972652789143937214865,25,3.2
51135,..67..3.85.......9......71.8..6......1...8....4....9....83.6.....39.1.65....8...2,296714358571863249384592716837649521915238674642157983158326497423971865769485132,24,3.7
33338,.45...89...7..4..18..5..6...617..9.......1...7..93.....2..1......3.4..7....8..1..,345176892697284351812593647461758923239461785758932416924317568183645279576829134,25,3.6
3599,6...53....5.6...2...7...9....8.32....9....4.....8......46.7...12.1....48.....5...,629753814154689723837421965468932157392517486715864239546278391271396548983145672,23,3.2
28734,...73....9.5.....6.....1.3.2.....79...91..4...5....26.1.24..9.......5....7.2.....,816739542935842176724561839241356798689127453357984261162473985498615327573298614,23,3.4
67193,.28.57......1.........3.4....1....7.....293..74.8.....976..1..35......19.....8.6.,428957136637184925159632487291463578865729341743815692976241853584376219312598764,25,2.6
24675,..8....3...........31.76...8...5.72.5..8.......69.75.19....2.....5.8...4..4.9...6,758149632692538147431276958819654723527813469346927581973462815265781394184395276,25,2.8
75046,....61...8.......7.5...48319..257.1...5.4.2.............3.....6..81...9.2...3.4..,739861524841523967652794831984257613175346289326918745593482176468175392217639458,25,3.1
47827,...9....5.6.8732..1..6.53..7.9....8.6.853.........7...5.....7............2..4.6..,273914865965873214184625397739462581618539472452187936546391728897256143321748659,24,2.9
1677,.8....16..5.....2...7.9.4.....9.2..66...71....21.658.9.6.......5..2.......9.14..2,983427165456183927217596438835942716694871253721365849162758394548239671379614582,27,3.8
18117,..3....8...4..5..79...82...6.7.............34...2..1....6..8.2.52.7..3.943...6...,213467985864395217975182643647813592152679834389254176796538421528741369431926758,25,3.4
18565,2.......8.7.3........28.65...456.2..5.24.1...3..............3.4..6..7.1....91....,259176438678345129143289657784563291562491873391728546917652384426837915835914762,24,2.7
82076,.3...........3.92.725.....8..4.6..7..7..958.....2....3...8....69....4..1.8...93..,439182657861537924725946138214368579376495812598271463147853296953624781682719345,25,3.6
42602,5...7.8..28..5...33......5........1.....376.8......7.9.16....92.4.3.........8...5,591273846284651973367894251673928514159437628428516739816745392945362187732189465,24,3.2
66758,.4.38....89..4..3.2........5...1........954...7.4..68...21...9........6..6..5.248,745381926896542137213679854524816379638795412179423685452168793987234561361957248,26,3.6
83850,...6..1.2..4.....31...59.6.....3...8...8.2...48.1..7..6......458..........9.78...,357684192964721583128359467216437958795862314483195726672913845831546279549278631,24,3.6
34724,....3.8..5.......67..6....3..546.28.96.....3......8....217..4.........5.6...2.7..,496532871513874926782691543135469287968257134247318695321785469879146352654923718,24,3.5
69158,...4...1....7.6.5...2.....87....3....49....61..15...2..9...4...813.....4....8..7.,935428716184736952672195438728613549549872361361549827297364185813257694456981273,24,3.1
14397,......3...9.1..8..7.6.3.5..9.4..2.....38..6..5.76....26..9.7.......4..7....5.3...,458729361392156847716438529964312785123875694587694132641987253835241976279563418,25,3.2
86097,....5..8.6..9.3....3...4.568.....7...53....4..7..4..1.........2.1..2..9..4.837...,492651387685973124731284956824165739153792648976348215368519472517426893249837561,25,3.6
58286,.........4.3..2...7.5...8..1...35..2...4.15....8....7..6..5...93.1..4......3..75.,826947315413582967795613824179835642632471598548269173267158439351794286984326751,24,2.9
48127,....8...72.....45......4.9...6147.....5.9.2..41.......7...5..2..6...1.....4....19,149582367237619458658734192926147835875396241413825976791458623362971584584263719,24,3.0
79117,.4............75.9.25.4.....92.6.7.3..7......6.....824.6.......5...31..6.3..75..2,749856231386127549125943678892564713417382965653719824261498357578231496934675182,26,3.7
87506,....2.....4.19..28.3....4......16.8.4..7..1.9...5.....3..9.....2...65...81.....3.,158624973647193528932857416593216784426738159781549362365981247274365891819472635,24,2.9
15647,......5.7...89....7......4...9.462...18.5.....6......4...2......4..8...312.5...6.,281463597654897132793125648579346281418952376362718954836279415945681723127534869,23,4.8
5249,..28....3.3...2.6.69....1...5..26.3......39..92.7....8.4.....9..7.......5..1.....,712869543835412769694357182158926437467583921923741658241678395376295814589134276,24,2.8
43464,.4.1.7...6......2..97.4..3.2..8..6.......1......5..3.2......85.7.5.1......423..7.,342187569618359427597642138259873614836421795471596382923764851765918243184235976,25,2.8
35213,..6..48....4.3.5..5..9.....7.......2.....6.....1.5..4..1...8.....7493...49.....2.,926514873174832569583967214749381652852746931631259748315628497267493185498175326,23,2.7
66608,4.....9.53..4.87...9.3.........3.6.761.....2.7...81.4....8.7..62......7.....1...3,468172935325498761197356482584239617619745328732681549943827156251963874876514293,26,2.6
25725,59.32..7.4.38..1........5....2.3.8...5...........86..27.8.1.....4..6...........43,596321478473859126281647539962534817857192364134786952728413695349265781615978243,24,2.6
63728,..5..3..9..96..3...8.7...5.....7...6...2..4...1.5...3.3.....9...2.16....7.1....82,275413869149685327683792154534978216867231495912546738356827941428169573791354682,25,3.3
65900,.8.2.391..9......65......7.7..86.4......3........72.5...25..7.......8.9..1.....63,687253914293741586541689372729865431158934627364172859932516748476328195815497263,25,3.3
41105,...27...91..9...8.........75.4...7..3...9.....6.7..5.44.65......5...48.2.8.....4.,635278419147953286298146357514862793372495168869731524426587931953614872781329645,25,4.1
21004,.4....7..8...196.3...8..1..2...4....56.1...2..87.....9..6..2...1.........3.5..2.4,641253798825719643793864152219347586564198327387625419456932871172486935938571264,25,3.3
23043,...3..2..8.327.6...56...8.3..5..4.91..9......3....2.6..............1.4.2.418.....,497368215813275649256941873625784391189536724374192568962453187738619452541827936,25,2.9
98291,.17.......92.5.1..8......32.29...64.......3.5..84............9...5.4...8.7.81....,417932856392658174856174932729385641641297385538461729183526497965743218274819563,24,4.3
55052,....6....2.4.7..1..1..245..4...8...7..7..5.....36...82....1.6..7....2..1.4..5....,578961234234578916619324578496283157827145369153697482382719645765432891941856723,25,3.9
705,25..4..7........3.........1.7...28...8135...46....8....6..1.....94......3......8.,253941678719685432846723591475192863981356724632478915568219347194837256327564189,22,3.3
30474,....714..4.1.2.6.......93..7......2.6..83..7.53.....4....5......8....26.....82..1,293671485451328697876459312749165823612834579538297146127546938985713264364982751,25,3.6
88993,6...5......7..4.83.....29....9.2...62.......1..6..1..435.7.....7...1.........9.2.,683957142927164583145382967819425376274693851536871294352748619798216435461539728,23,2.8
64374,6....43...7.39.5.6.5.....1..6.7....3.....9......8.245...1....6..9....7..3...8...9,689154372172398546453276918864715293215439687937862451721943865598621734346587129,25,4.2
20586,..6..93..2.....6...1......9.2..54......92.8.6.87.1.2...681.......1.8...4.7.......,846279351239541678715368429623854917154927836987613245468135792391782564572496183,25,2.8
99329,.6.28...9..29....5.9..37.....8.......2..4.7....4...1.86...........156....8.....32,163285479872914365495637821718593246926841753354762198649328517237156984581479632,24,2.7
91676,.5.6....99......5..769...23..3.......17......8...7..9......8.....25..86......641.,351642789928137654476985123593461278217859346864273591645718932132594867789326415,24,3.5
69691,..2.18.6.4...3....6.....37..3.2.41.5.....1...2......4..74.....9....2.......8..7.1,392718564487635912615492378738264195549381627261579843874156239153927486926843751,24,3.7
24696,.....2...6.....3.7..78..24..967..1..78.....6.....1....93..8...1.....54....29.....,854372916629154387317869245596748132781293564243516879935487621178625493462931758,24,3.4
36657,.....57.2.7...469....1..84..4...8.27.....2....3.69....5.4..9.6.2.......9..7...4..,461985732875324691329167845146538927958742316732691584514879263283456179697213458,26,3.2
78582,.........29....1.4.45...62....78......3..4..21..62.8....7..5.6....9...3.5..83....,716492385298356174345178629952783416683514792174629853837245961421967538569831247,25,3.3
59418,.127..5..6.5...........6.3.5...24.6.....8.4.7.3.6.1...29.............1..7..4.2...,312798546685243719947156238578924361126385497439671825293817654864539172751462983,24,3.2
66960,..3....9..85.....7.4..835...96...2.......68......1..353.25.7....7...9.....9..2...,163725498285491367947683521596378214431256879728914635312547986674839152859162743,25,2.7
33669,7.........4..2.....1.3..98..237..4...7.43...61....5..........1...2.87..9......2.5,736948521849521367215376984623719458578432196194865732967254813352187649481693275,24,3.1
11116,21.5...6.....94..........2..8..2..7.3..8.7....6..1....63..7.5..4.1...9...5......2,214538769876294351593761824185926473342857196967413285639172548421685937758349612,24,2.6
23416,..45......5..9.68....2.7.3..2........6..2.89.9.7..1..48..3......42...9..1......4.,284536179753194682619287435428679513561423897937851264896345721342718956175962348,25,3.8
49604,2...49..8.3...7.....5..8..36..1.....5....6.7....8..1.9.2....3.6..9......1.67..98.,217349658834567291965218743692174835581936472473852169728495316349681527156723984,26,2.7
82334,....2.35.8....5..1...1.6.9.24.5.....7.6........9.7..15.....7.8..2..1....1....8..2,617429358892735641435186297241593876756841923389672415963257184528314769174968532,25,3.1
45653,....2.7....9.14.8..8......6....8...3..7...6.91..736.4..7...35..94...8............,316829754759614382284375916465982173837451629192736845678243591941568237523197468,24,3.6
63813,.....62....5....4.3...1.....574...6..2..7....9.....4....8.2..5...6..13.....8.9..1,489756213715238946362914587857493162624175839931682475198327654276541398543869721,23,2.9
35514,..1.3.5....49..7..5....4..8..8.7..6..7..4.....1.....3....8..2..8.5.62...32.......,791638524684925713532714698458371962973246851216589437167893245845162379329457186,24,4.3
28793,2....87.9..419...59..2.....3...21....8..4............34....65....8.7...1..5....37,213658749864197325957234168396721854581943276742865913479316582638572491125489637,25,3.8
29495,.27.....9.8......66...17......9..2...7..2.45..5..71.....6..23.1....9......4.3....,327568149185249736649317582863954217971623458452871963596482371738195624214736895,24,3.2
79425,5.........76..8......53...9..92..4..6...5.8..2..8...3.....6172....3.9.....4.....8,591642387376198254428537169859273416613954872247816935985461723762389541134725698,24,2.8
54287,..8.431..6..........7....4.8.2..........6.39..1.......9..5....8..1.7...9...4...23,258943167694217835137685942862139574745862391319754286973526418421378659586491723,22,3.2
2920,...4...38..62..45..4...3...5.....8.32...3......9....7.9....5..1.....658....1..6..,195467238376218459842953716514679823287531964639842175968725341421396587753184692,24,2.9
77838,...9....78...2.....3..7.92.9.8.....6.2....1...6..173....4..1....975...3....2..6..,142983567879625413536174928918352746723469185465817392684731259297546831351298674,25,2.7
98283,3......91.1.......45.29...69..6...........873....17.........7.2.....361...2745...,386574291219386457457291386975638124641952873823417569538169742794823615162745938,25,3.4
54524,........7....84...681...4..46.9...1.85..4.7.......5...1.8..2..5.....7.2.9...3..8.,294153867375684291681729453463978512859241736712365948138492675546817329927536184,25,3.6
59182,13.2....9...68..2............1...5..5.8.1..7.6...9......5..6912..6.49.8........5.,134257869759684123862931745341762598598413276627895431485376912216549387973128654,25,2.8
21273,.1..56......9.1.84....2...58........3.6..5.....1.9.3...4.....6..5...2..1..71..8..,412856973635971284789423615894317526376245198521698347143589762958762431267134859,24,3.7
26627,..75...........8..8.9...45.68..7...5..1.4.9.........719.53....2.34..5...1....6...,347598216526431897819267453682179345751643928493852671965314782234785169178926534,25,2.7
23669,9....6.....1...4.5.7..2......3..75.....4..3.9.4.5...7.4......2.....1..8..379.....,984356217261798435375124896193267548752481369648539172416875923529613784837942651,23,3.9
36542,.....9.25.3...67...6.1......7.8.........9..3.2....71....5.728..4....12.....9.....,148739625932546781567128394374815962816294537259367148695472813483651279721983456,23,3.6
58116,....4.3...17.....5.8......63....16795..4..............2.6.5.......23.48....7.....,952647318617382945483195726348521679569478231721963854276854193195236487834719562,22,3.9
22880,....7.2..8.3.5..1.9....2........3..845..1........8...7...2.1.3...15...4..94......,516874293823659714947132685679423158458716329132985467785241936361597842294368571,23,2.6
60060,....7...4..5.9......7.429.3..24............1.9...3.87........9..7...16...8.75..4.,298173564435698127617542983862417359753869412941235876126384795574921638389756241,24,3.6
92153,....67..5..8......9..2.1....26.3.........9.6.7......81..3..87..........4.625.....,231967845678345219954281673126834957385719462749652381513498726897126534462573198,22,3.9
35782,7...5.2....96..1.......9.5.8.....63....1.3.....38....7......38.5.2......9...45...,786451293259638174341279856824597631675123948193864527467912385532786419918345762,23,4.9
89199,867.....9...63..5.....9.........48....3....4....7.5.....5....96..9..3.......8.21.,867542139491638752532197684956314827723869541148725963285471396619253478374986215,22,3.4
94781,..28.......4...83..8......262.......7...4..19....1.26..3..95..1...63..9..1.......,392854176164927835587163942621379584758246319943518267836495721275631498419782653,24,3.4
12372,.....3..1.537......7..45....4...72......3...53.2...4...8......3....8.12...19...7.,429863751853719642176245389548197236967432815312658497284571963795386124631924578,24,3.1
12432,.2...7..4..15...........8...8.....5.....29.....3..8.6..75....16..........4.732...,628917534491583627357246891982671453564329178713458269275894316839165742146732985,21,2.8
45117,.2.3..4......1.9......7...8..75.1.2.6...9......1.8..5..........7....8..349...52.1,829356417573814962164972538937541826658293174241687359382169745715428693496735281,24,2.7
2048,..7.......916..82...6..5..98...619.3.....2.6.9...8........3...665.1...........34.,587329614391674825246815739872461953135792468964583172419237586653148297728956341,25,3.1
3608,4.....9...96..7.......8..6............2.61.35.3.45..27.1.24..89....1..4..4....1..,453126978896537214721984563564372891972861435138459627615243789289715346347698152,26,2.7
68036,....85...4.2.3...6.....7.1...49.3..282..7....3.9...6..2.......49.6.....5......19.,167485329482139576593267418674913852825674931319852647251398764936741285748526193,25,3.2
17410,.........57..29....346.....9.23.1.....5...2.31.....8..........4...97.52.3..1..6..,629738451571429386834615972982361745765894213143257869297586134416973528358142697,24,3.2
29406,54.2.....2.3..4........6..3.......46.91.4...2.5.7.....1..53..6..7..2...4.....8..1,546213897283974615917856423732189546691345782458762139124537968879621354365498271,25,3.3
67964,...4..3..2......8..1..6.9...5.2.....3..8.72.5....96..31..3.....8.........2....64.,679482351234915786518763924456231879391847265782596413167324598845679132923158647,23,3.0
1712,......8....6..4.7...8.27..38.75.....4.2..8..13........2.4..1.8.............76.51.,729153846136894275548627193897516432462378951315249768254931687671485329983762514,24,3.9
67081,.4...5........1.....6.7.9..5.......8..8.9..2..9..467....2.8...391.....67...7.....,147925386859631472326478951574312698638597124291846735762189543913254867485763219,23,3.2
87636,7...1.8..9......7....8....4..958....32.6..4.5.4....1.....19....5.....2.6..1..2...,753419862984256371216837954179584623328671495645923187462195738597348216831762549,24,2.8
94370,.9..2....1...9..42..5.....6.6...17..7.......5...7..86....8..62...9.5....4....3..7,694327158187596342235148976563281794718469235942735861351874629879652413426913587,24,4.3
79939,7.3.1.....2.4...1....67.3....4.8.......1....96....7..5.8.3..1...3....82.9..7.....,763815942825493716149672358274589631358164279691237485587326194436951827912748563,24,2.7
65022,4...5.7....87......1..6..9.1..5.8...8...9..2..46......5.......27..1..354...93....,492351786658749231317862495123578649875694123946213578531487962789126354264935817,25,3.5
38444,.35.8.4.1.6...58..8...3...9..271........5.....1...3..5....6..2..9.3.81.6.28.....4,235987461967145832841632759452716983389254617716893245173469528594328176628571394,28,2.7
90002,....4.69......3...52.1..3....9..8......46...9.65...74.......5.....3124.6..86.....,381547692796283154524196378419738265273465819865921743642879531957312486138654927,25,4.1
39260,.....7.68.1....2..2...6.7...3.7...46.....9.3.4..8.5......5...2..9....3....7..3..9,349127568716358294258964713935712846872649135461835972683591427594276381127483659,24,4.5
61478,18....576.5..8...469........3..98...8..5.4.3.......21.7...3.........714..........,182943576357681924694752381236198457871524639549376218715439862923867145468215793,24,2.6
53490,1.7.......8...63.2...89....5...8.7.9....32..1.72.........31..5.6......9.......8.3,147523968985476312326891475513684729469732581872159634794318256638245197251967843,24,3.4
48686,.....1..9.6...2.....47..65....5..1...35....4...1..7.3.7..1.4562..92.5.7..........,358641729967352481214789653472538196835916247691427835783194562149265378526873914,26,3.1
92870,27.35..4..39..1..8..1..7...94....7.....4....26.....1...5..3.....9....5......2...6,278359641539641278461287359943162785185473962627598134852936417796814523314725896,24,4.1
83433,.6...4.5..3.28......8..7.4.1..8.5..73.6....8...2...1...7...2.......5.......9..87.,967314258435286719218597346194825637356179482782643195879432561641758923523961874,24,2.9
70139,.5..1.....89..7.....1.5..24....7..9.3..16.258......3....6..48.9.2.........4786...,453912786289647135671853924862375491347169258195428367516234879728591643934786512,27,2.9
68071,.7....2...3...4.51..69....7....9..7.2.........9.3.8...71.86.9......41..3....5....,478135296932674851156982437581496372243517689697328145715863924829741563364259718,24,2.8
24897,...4.8..5.5..72.....9.....6..7..4.9.....13..8.63......4......7..8....1....1.2.5..,612498735358672914749135286827564391594713628163289457436951872285347169971826543,23,2.9
51104,..........6.31...43...857..5.8..7.6...32....9..2............4.......6..1.47....8.,851674293769312854324985716598437162413268579672591348136859427285746931947123685,22,2.7
36041,.956..8.....9342..7........3.97.......8.....5.......4981...3.6..5......8...12....,495672831186934257732851694329745186648319725571286349817593462253467918964128573,24,3.9
76084,3.......8.9...6..3.61.4........349...14....35...28....5.2.1..6..3..........5.7...,325791648497856123861342597658134972214679835973285416582913764739468251146527389,24,3.3
93560,.......7...9.4...63....6..5.65.8.4.79.......2...1..............5.6..2..417.93.6..,648591273759243186321876945265389417917465832834127569493658721586712394172934658,24,3.8
80519,...2...5...9..73...3.9...41.4...8..9..135.............4...6......58...6.68...9..7,874231956159647382236985741542718639791356824368492175427163598915874263683529417,24,3.3
99362,.1.79...88....3....9...465...1..64...7.....8.3..8..7...6........4...8..6..72.....,612795348854623197793184652981576423476932581325841769268417935149358276537269814,24,3.9
77626,..6.2.....1..45...4..19..........1..5.....3...4361.8.....4..23.......5..79..6....,856723914917845623432196758679538142581274396243619875168457239324981567795362481,23,3.9
60796,.2...7....5.....8.3.41...52..2....3.57......6..8...1.4...4...1....7.5...89....5..,126587493957243681384169752412876935579314826638952174765438219241795368893621547,24,2.7
94060,.....135.1.53.46...9..2..7.6..18.7......6......27.3..8.4.........3.......6....91.,487691352125374689396528471634182795871965243952743168249816537713459826568237914,25,4.5
84638,5.6.1..4....8....7.....4.....92.....3..47.....54..6....8....7.576....3......5.2.4,526317948143869527897524136679281453318475692254936871482693715765142389931758264,24,2.6
52578,...3......37..4.9.6....9..1...71.........8.13.9.2...87.8....5.62......3.9.5.8....,819352764537164298624879351348716925752498613196235487483921576261547839975683142,25,4.5
40151,......9.8...73.4..1..2.8.....61....4.478.....9...2..8...935....2.....6...3......2,472516938568739421193248765826193574347865219951427386619352847284971653735684192,24,3.0
85293,..34......6.......1...7.....7...2..6...8...5...8.93..1..4.197......4...5.9....6..,783425169965381472142976583479152836321864957658793241534619728816247395297538614,22,2.8
22601,2.4.6..1776.........8...9.6...2...3.12.7.6..8....89.....1..5...5...4.2..4......8.,254963817769418523318572946897254631125736498643189752971825364586341279432697185,26,2.7
68807,.2....498......1......7..6..87.3..2..1.5.8.7.........9......6..1..34....8...29...,725163498648952137391874265987436521412598376563217849239781654176345982854629713,23,3.9
1696,21...7.........9..3....4.725.1.......7.5.2..1.3..8......6...3.9...4...65..98....7,215397648467258913398614572581743296974562831632981754746125389823479165159836427,25,3.5
87857,.1.5....88..1...2..5..2..9..8..1..4.5....4.....7...3........28..75..96........5.4,912573468834196725756428193683715942529634817147982356461357289275849631398261574,24,3.7
79406,....82.....4......28.4..51354...81..1....98.....7...2.......35..3..7....91...5.72,351982764674513298289467513547628139162359847893741625728194356435276981916835472,27,4.7
68747,67.........5..9.7.9..46...2...3..8...4.5....6.8.....4..3.9...68....5....7.1...92.,673125489425839671918467352167342895342598716589716243234971568896254137751683924,25,4.2
22000,......85.9...32.....56...9..2..5....3..9.86.....3...4..3....91..7...6..48........,263749851981532467745681293627154389314928675598367142436275918172896534859413726,23,2.9
33207,...7....3.4....8.5...158.6..7..956..92...7.....8....3....6..9...9...4...6...3..2.,865742193241963875739158264173495682926387541458216739384621957592874316617539428,25,4.0
24808,2.....91....8....4.5...2....631...4.7.24..1........5....19..3.6.........4...7...9,287346915316859724954712638563197842792485163148263597871924356629538471435671289,23,2.8
80299,...8.37....8...4..3.6....1.4..78..2.5..4...83...9........1.2....59..........5.6..,245813769918267435376549218493785126567421983821936574634192857159678342782354691,23,2.8
2470,....6.8...6.3.5.1..8....5.7.426..9.5895.....................476..91........5....2,521967843467385219983412567742631985895724631316859724158293476279146358634578192,24,2.6
78316,.4.6.5..1....4..7....23......6...84.9.8......73..1.2........45.8.........1.953...,249675381683149572571238964126597843958324716734816295362781459895462137417953628,24,3.1
90468,.....2..53...9.1....4.7....65.8..7....9...63...2......8...594..........71...6.5.3,971682345328495176564173298653841729489527631712936854836759412245318967197264583,24,2.7
47408,5............92.6.1.98...2...168..9.87....2.1....4....9...53....5.........2.....9,527364918483192567169875423241687395876539241395241876914753682758926134632418759,23,3.1
79239,.2....4..1.4.59...........27....3.616.58..3........5...183.....3.......9.....67.8,923718456164259873857634192782543961695871324431962587218397645376485219549126738,24,3.1
61189,.5.1.9..3......6.......4..8..28...6.397.5......8..7.........4..423.8...5....9..7.,856179243274538619931264758512843967397651824648927531769315482423786195185492376,24,3.3
40949,.....6.7.18...4..65..........5...6.9.1.....4.....23...29..5..17...93..........4.8,423586971189374256567219834835147629612895743974623185296458317748931562351762498,23,3.6
13264,3.6.5......73..........8.9...1...72..985.4...7....2....3.2..68........471.....2..,316459872987326415425718396651893724298574163743162958539247681862931547174685239,24,2.8
